player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Casey Cain,144727,WR,LIBERTY,6,14,0,206,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,15.7,1,33.3,,0,0,0.0,0,1,0,84.7,71.9,0,17,0.0,0,6,1,100.0,6,53.5,3,50.0,0,17,9,9.0,17.0,2.83
Aviyon Smith-Mack,171609,WR,SM HOUSTON,4,14,0,281,0,-4.7,1,100.0,,0,0,0.0,0,1,0,90.0,69.4,0,5,0.0,0,9,3,100.0,9,79.2,3,33.3,0,5,19,6.3,1.7,0.56,7.0,2,64.3,,0,0,0.0,0,3,0,84.7,60.0,0,12,0.0,0,71,9,90.1,64,70.2,14,21.9,0,49,21,2.3,5.4,0.77
Jacob Harris,173370,TE,BOWL GREEN,6,14,0,122,0,,0,,,0,0,,0,0,0,,41.0,0,0,16.7,2,12,0,83.3,10,0.0,0,0.0,0,0,0,,,0.0,5.9,0,57.1,100.0,2,2,0.0,0,2,0,83.8,75.8,0,9,10.0,2,20,4,90.0,18,62.2,7,38.9,0,20,7,1.8,5.0,1.11
John Michael Gyllenborg,150698,TE,WYOMING,3,14,0,351,0,-1.0,1,100.0,,0,0,0.0,0,2,0,90.0,92.2,0,17,0.0,0,10,3,100.0,10,115.3,3,30.0,0,35,38,12.7,11.7,3.5,11.0,0,25.0,0.0,0,1,50.0,1,1,0,29.8,60.7,0,12,0.0,0,17,1,94.1,16,39.6,4,25.0,0,12,13,13.0,12.0,0.75
Zion Fowler-El,175413,WR,PITTSBURGH,5,14,0,268,0,-2.5,0,50.0,,0,0,0.0,0,0,0,81.5,47.7,0,2,0.0,0,10,1,80.0,8,56.3,2,25.0,0,2,5,5.0,2.0,0.25,7.0,0,100.0,,0,0,0.0,0,0,0,81.5,55.0,0,13,0.0,0,5,1,80.0,4,118.8,1,25.0,0,13,6,6.0,13.0,3.25
Jabari Smith,169926,WR,FAU,6,14,0,165,0,,0,,,0,0,,0,0,0,,45.1,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,15.2,0,57.1,25.0,1,4,0.0,0,5,0,83.8,66.1,1,37,0.0,0,71,8,100.0,71,77.7,14,19.7,1,114,38,4.8,14.3,1.61
Sean Brown,111094,WR,CHARLOTTE,6,14,0,136,0,0.0,0,100.0,,0,0,0.0,0,1,0,81.5,51.1,0,4,0.0,0,6,1,83.3,5,83.3,1,20.0,0,4,4,4.0,4.0,0.8,18.5,0,100.0,,0,0,0.0,0,2,0,85.1,85.0,0,20,0.0,0,8,2,87.5,7,118.8,2,28.6,0,37,0,0.0,18.5,5.29
Seth Anderson,147931,WR,IOWA,5,14,0,192,0,-3.5,0,100.0,,0,0,0.0,0,0,0,86.7,52.5,0,4,0.0,0,9,2,100.0,9,81.3,2,22.2,0,7,14,7.0,3.5,0.78,5.2,0,80.0,,0,0,0.0,0,1,0,41.2,49.1,1,5,0.0,0,28,4,92.9,26,79.2,5,19.2,1,15,15,3.8,3.8,0.58
Dean Connors,156624,HB,HOUSTON,6,14,0,182,0,-5.6,2,100.0,,0,0,0.0,0,0,0,92.6,77.1,0,9,0.0,0,12,5,91.7,11,79.2,5,45.5,0,11,39,7.8,2.2,1.0,-6.0,0,100.0,,0,0,0.0,0,0,0,87.7,71.2,0,5,0.0,0,3,2,100.0,3,81.3,2,66.7,0,7,19,9.5,3.5,2.33
Maguire Anderson,147504,WR,FIU,5,14,0,166,0,-3.0,0,100.0,,0,0,0.0,0,2,0,90.0,87.6,0,22,0.0,0,8,3,100.0,8,109.7,3,37.5,0,31,40,13.3,10.3,3.88,8.9,0,44.4,,0,0,0.0,0,3,0,79.3,59.2,2,22,0.0,0,51,4,96.1,49,16.2,9,18.4,0,36,48,12.0,9.0,0.73
Justin Holmes,156914,TE,PITTSBURGH,6,14,0,268,0,0.0,1,100.0,,0,0,0.0,0,1,0,86.7,76.9,0,14,20.0,3,15,2,80.0,12,154.2,2,16.7,1,23,23,11.5,11.5,1.92,6.3,0,66.7,,0,0,0.0,0,0,0,82.7,55.3,1,9,4.3,1,23,2,95.7,22,30.6,3,13.6,0,9,9,4.5,4.5,0.41
Nahree Biggins,145711,HB,C MICHIGAN,6,14,0,134,0,-3.0,0,100.0,,0,0,0.0,0,1,0,91.4,61.0,0,9,11.1,1,9,4,88.9,8,84.4,4,50.0,0,17,29,7.3,4.3,2.13,-3.0,0,100.0,,0,0,0.0,0,1,0,86.3,65.4,0,9,0.0,0,10,3,100.0,10,81.9,3,30.0,0,11,20,6.7,3.7,1.1
Evan Svoboda,157664,TE,WYOMING,6,14,0,351,0,-0.5,0,0.0,,0,0,100.0,2,0,0,0.0,23.2,0,0,5.3,1,19,0,89.5,17,39.6,2,11.8,0,0,0,,,0.0,11.0,0,50.0,,0,0,0.0,0,0,0,27.6,43.4,0,3,0.0,0,35,1,91.4,32,56.3,2,6.3,0,3,1,1.0,3.0,0.09
Rashod Dubinion,157020,HB,APP STATE,6,14,0,108,0,-5.0,2,100.0,,0,0,0.0,0,0,0,90.0,55.7,0,10,4.5,1,22,3,95.5,21,79.2,3,14.3,0,9,24,8.0,3.0,0.43,,0,,,0,0,,0,0,0,67.5,46.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Isaiah Spencer,172908,WR,VA TECH,7,14,0,337,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,12.6,0,66.7,0.0,0,1,0.0,0,3,0,86.3,59.8,1,19,0.0,0,96,6,93.8,90,52.3,9,10.0,0,74,25,4.2,12.3,0.82
Gerard Bullock Jr.,164014,TE,KENNESAW,6,14,0,200,0,1.0,0,100.0,,0,0,0.0,0,0,0,81.5,37.8,0,2,20.9,9,43,1,76.7,33,79.2,1,3.0,0,2,1,1.0,2.0,0.06,1.4,0,80.0,100.0,1,1,20.0,1,1,0,47.7,52.5,0,7,1.2,1,86,4,95.3,82,80.8,5,6.1,0,17,11,2.8,4.3,0.21
Chance Morrow,156320,WR,BUFFALO,4,14,0,126,0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,66.1,71.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Trey Leckner,176682,TE,WASH STATE,6,14,0,341,0,-1.5,0,100.0,,0,0,0.0,0,0,1,86.7,23.6,0,5,20.0,2,10,2,80.0,8,79.2,2,25.0,0,6,9,4.5,3.0,0.75,-4.0,0,100.0,,0,0,0.0,0,0,0,80.9,55.2,0,1,7.1,1,14,1,85.7,12,79.2,1,8.3,0,1,5,5.0,1.0,0.08
Matthew Coleman,157831,WR,S JOSE ST,4,14,0,285,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,6.2,0,76.9,100.0,1,1,9.1,1,5,0,66.7,68.4,1,11,0.0,0,55,10,96.4,53,80.9,13,24.5,1,66,15,1.5,6.6,1.25
Dallas Wilson,200129,WR,FLORIDA,2,14,0,163,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,1.0,0,100.0,,0,0,0.0,0,0,0,82.7,72.4,0,6,0.0,0,13,1,76.9,10,91.7,1,10.0,0,6,5,5.0,6.0,0.6
DJ Allen Jr.,157297,WR,UTSA,5,14,0,331,0,-1.5,3,100.0,,0,0,0.0,0,0,0,91.4,57.5,0,8,0.0,0,24,4,95.8,23,86.5,4,17.4,0,19,25,6.3,4.8,0.83,1.5,5,100.0,,0,0,0.0,0,2,0,86.7,65.1,0,43,0.0,0,31,8,96.8,30,141.1,8,26.7,2,67,60,7.5,8.4,2.23
Donovan Hamilton,190904,WR,BALL ST,6,14,0,117,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,42.3,0,6,4.0,1,25,1,96.0,24,91.7,1,4.2,0,6,7,7.0,6.0,0.25,,0,,,0,0,,0,0,0,83.3,57.8,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Jeremiah Noga,146338,WR,WASH STATE,6,14,0,341,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,44.9,0,2,0.0,0,18,1,100.0,18,79.2,1,5.6,0,2,6,6.0,2.0,0.11,9.0,0,100.0,,0,0,0.0,0,1,0,86.3,61.4,0,16,10.0,1,10,2,90.0,9,106.3,2,22.2,0,19,1,0.5,9.5,2.11
Javarius Green,183330,WR,N CAROLINA,5,14,0,245,0,-2.3,0,100.0,,0,0,0.0,0,1,0,90.0,59.7,0,16,0.0,0,18,3,94.4,17,94.4,3,17.6,0,20,27,9.0,6.7,1.18,35.0,0,0.0,,0,0,,0,0,0,83.3,60.1,0,0,0.0,0,16,0,93.8,15,39.6,1,6.7,0,0,0,,,0.0
Michael Kirch,133696,TE,FAU,6,14,0,165,0,-1.0,0,100.0,,0,0,0.0,0,1,0,90.0,45.5,0,9,12.0,3,25,3,88.0,22,81.9,3,13.6,0,11,14,4.7,3.7,0.5,7.7,0,33.3,,0,0,0.0,0,0,0,41.3,54.4,1,1,3.2,1,31,1,93.5,29,2.8,3,10.3,0,1,2,2.0,1.0,0.03
Juice Vereen,170383,TE,UCONN,5,14,0,146,0,-4.0,0,100.0,,0,0,0.0,0,1,0,81.5,92.9,0,16,50.0,3,6,1,50.0,3,118.8,1,33.3,0,16,20,20.0,16.0,5.33,19.0,0,60.0,50.0,1,2,0.0,0,3,0,81.5,62.0,0,30,0.0,0,29,3,100.0,29,104.2,5,17.2,0,69,12,4.0,23.0,2.38
Jake Johnson,158655,TE,N CAROLINA,5,14,0,245,0,,0,,,0,0,,0,0,0,,41.8,0,0,0.0,0,14,0,100.0,14,0.0,0,0.0,0,0,0,,,0.0,8.5,0,72.7,66.7,2,3,0.0,0,7,0,85.5,69.0,0,16,0.0,0,58,8,93.1,54,120.6,11,20.4,1,73,18,2.3,9.1,1.35
Shawn Miller,158219,WR,NEW MEXICO,5,13,0,241,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,42.1,0,3,0.0,0,23,1,100.0,23,79.2,1,4.3,0,3,6,6.0,3.0,0.13,15.7,0,33.3,,0,0,50.0,1,1,0,61.3,57.4,0,14,3.3,1,30,1,96.7,29,49.3,3,10.3,0,14,3,3.0,14.0,0.48
Carson Hansen,174669,HB,IOWA STATE,6,13,0,193,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,63.4,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,6,6.0,3.0,3.0,-3.0,0,100.0,,0,0,0.0,0,0,0,85.5,69.2,0,3,0.0,0,8,1,100.0,8,79.2,1,12.5,0,3,6,6.0,3.0,0.38
Jamarien Wheeler,175067,WR,E MICHIGAN,6,13,0,160,0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,50.6,59.0,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Michael Buckley,156001,WR,NEW MEXICO,5,13,0,241,0,-2.5,0,50.0,,0,0,50.0,1,0,0,0.0,33.1,0,3,0.0,0,28,1,100.0,28,56.3,2,7.1,0,3,4,4.0,3.0,0.11,16.9,0,44.4,0.0,0,3,0.0,0,2,0,41.1,51.9,2,20,0.0,0,116,4,84.5,98,18.1,9,9.2,0,40,4,1.0,10.0,0.41
Terrell Crosby Jr.,157607,WR,TOLEDO,6,13,0,316,0,,0,,,0,0,,0,0,0,,46.0,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,1.0,0,100.0,,0,0,0.0,0,0,0,47.1,62.0,0,8,0.0,0,4,1,100.0,4,100.0,1,25.0,0,8,7,7.0,8.0,2.0
Jamal Roberts,175912,HB,MISSOURI,6,13,0,229,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,85.5,72.1,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
Tyshawn Russell,175926,WR,SYRACUSE,3,13,0,304,0,-2.0,1,75.0,,0,0,25.0,1,0,0,22.1,40.4,0,7,0.0,0,8,3,87.5,7,77.1,4,57.1,0,11,21,7.0,3.7,1.57,7.6,1,62.5,,0,0,28.6,2,2,0,42.4,63.7,1,19,0.0,0,39,5,94.9,37,33.3,8,21.6,0,36,7,1.4,7.2,0.97
Adrian Norton,176301,WR,MARSHALL,6,13,0,214,0,1.0,1,100.0,,0,0,0.0,0,1,0,90.0,57.7,0,8,0.0,0,32,2,96.9,31,89.6,2,6.5,0,11,9,4.5,5.5,0.35,1.0,0,100.0,,0,0,0.0,0,1,0,70.9,58.1,0,12,0.0,0,5,1,100.0,5,116.7,1,20.0,0,12,11,11.0,12.0,2.4
Jameson Tucker,147090,WR,COAST CAR,6,13,0,141,0,-1.5,0,50.0,,0,0,0.0,0,0,0,81.5,48.5,0,1,0.0,0,10,1,100.0,10,56.3,2,20.0,0,1,2,2.0,1.0,0.1,,0,,,0,0,,0,0,0,44.3,51.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Tanook Hines,205454,WR,USC,6,13,0,326,0,-1.3,1,100.0,,0,0,0.0,0,1,0,93.6,76.1,0,11,0.0,0,22,6,100.0,22,91.0,6,27.3,0,35,43,7.2,5.8,1.59,6.0,0,100.0,,0,0,0.0,0,2,0,63.6,62.0,0,7,0.0,0,15,3,100.0,15,134.0,3,20.0,1,20,10,3.3,6.7,1.33
Patrick Overmyer,176495,TE,UTSA,6,13,0,331,0,-1.0,0,100.0,,0,0,0.0,0,0,0,92.6,45.2,0,7,7.7,2,26,5,92.3,24,79.2,5,20.8,0,7,12,2.4,1.4,0.29,6.6,0,40.0,50.0,1,2,33.3,1,0,0,44.3,44.4,1,4,1.5,1,65,2,93.8,61,8.3,5,8.2,0,4,-1,-0.5,2.0,0.07
Smith Snowden,176662,CB,UTAH,5,13,0,328,0,-2.2,5,100.0,,0,0,0.0,0,3,0,98.1,92.2,0,11,0.0,0,15,13,100.0,15,84.9,13,86.7,0,57,85,6.5,4.4,3.8,-3.0,2,100.0,,0,0,0.0,0,0,0,88.3,72.0,0,3,0.0,0,18,5,100.0,18,79.2,5,27.8,0,-2,13,2.6,-0.4,-0.11
JoJo Earle,146588,WR,UNLV,6,13,0,325,0,-2.6,2,85.7,,0,0,0.0,0,1,1,93.6,49.0,0,19,0.0,0,11,6,100.0,11,82.7,7,63.6,0,27,42,7.0,4.5,2.45,5.1,1,63.6,100.0,1,1,12.5,1,3,1,51.7,58.5,0,24,0.0,0,66,7,89.4,59,79.0,11,18.6,0,63,55,7.9,9.0,1.07
Ayden Williams,172531,WR,MISS STATE,6,13,0,227,0,-2.5,0,100.0,,0,0,0.0,0,0,0,86.7,53.2,0,7,0.0,0,8,2,100.0,8,87.5,2,25.0,0,10,15,7.5,5.0,1.25,,0,,,0,0,,0,0,0,55.5,59.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Justice Haynes,172379,HB,MICHIGAN,6,13,0,222,0,-3.8,2,88.9,100.0,1,1,0.0,0,2,0,95.2,82.6,0,16,12.0,3,25,8,88.0,22,79.2,9,40.9,0,21,54,6.8,2.6,0.95,-4.7,0,100.0,100.0,1,1,0.0,0,0,0,75.2,58.3,0,-1,0.0,0,6,3,100.0,6,79.2,3,50.0,0,-9,5,1.7,-3.0,-1.5
Kadarius Calloway,172271,HB,NEW MEX ST,5,13,0,242,0,-4.3,0,100.0,,0,0,0.0,0,1,0,90.0,88.8,0,7,7.7,1,13,3,84.6,11,86.1,3,27.3,0,14,27,9.0,4.7,1.27,-3.0,0,100.0,,0,0,0.0,0,0,0,39.1,50.1,0,0,0.0,0,4,1,100.0,4,79.2,1,25.0,0,0,3,3.0,0.0,0.0
Lacota Dippre,172212,TE,JAMES MAD,6,13,0,197,0,-3.0,0,66.7,,0,0,0.0,0,1,0,86.7,80.4,0,25,28.6,4,14,2,71.4,10,95.1,3,30.0,0,27,32,16.0,13.5,2.7,10.5,0,100.0,,0,0,0.0,0,1,0,84.7,79.9,0,17,5.0,1,20,2,90.0,18,154.2,2,11.1,1,23,2,1.0,11.5,1.28
Hudson Habermehl,100658,TE,UCLA,6,13,0,324,0,,0,,,0,0,,0,0,0,,45.3,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,8.0,0,50.0,,0,0,0.0,0,0,0,84.2,50.2,0,6,3.0,1,33,1,87.9,29,56.3,2,6.9,0,6,0,0.0,6.0,0.21
Caden Durham,184449,HB,LSU,5,13,0,211,0,-5.0,0,100.0,,0,0,0.0,0,1,0,81.5,81.9,0,8,16.7,1,6,1,83.3,5,100.0,1,20.0,0,8,13,13.0,8.0,1.6,3.0,0,0.0,,0,0,100.0,1,0,0,47.2,62.7,0,0,0.0,0,11,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0
Jayden Ballard,145054,WR,WISCONSIN,6,13,0,349,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,76.3,57.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Jordan Mosley,145033,WR,MISS STATE,6,13,0,227,0,-2.5,0,100.0,,0,0,0.0,0,0,0,86.7,49.7,0,5,0.0,0,13,2,100.0,13,83.3,2,15.4,0,8,13,6.5,4.0,0.62,-1.5,0,100.0,,0,0,0.0,0,0,0,53.7,55.8,0,3,0.0,0,12,2,100.0,12,79.2,2,16.7,0,1,4,2.0,0.5,0.08
JJ Buchanan,204415,WR,UTAH,6,13,0,328,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,46.8,0,3,0.0,0,17,2,100.0,17,79.2,2,11.8,0,2,8,4.0,1.0,0.12,10.5,2,62.5,66.7,2,3,16.7,1,2,0,53.7,54.4,0,18,0.0,0,79,5,93.7,74,119.8,8,10.8,2,50,16,3.2,10.0,0.68
Jabari Bush,188335,TE,ARK STATE,5,13,0,113,0,-1.8,0,100.0,,0,0,0.0,0,0,0,91.4,61.5,0,4,0.0,0,9,4,88.9,8,79.2,4,50.0,0,0,7,1.8,0.0,0.0,10.3,0,75.0,0.0,0,1,0.0,0,1,0,83.8,60.4,0,14,0.0,0,32,3,84.4,27,85.4,4,14.8,0,20,2,0.7,6.7,0.74
Samari Howard,170984,FB,ARMY,6,13,0,114,0,-2.0,0,0.0,,0,0,,0,0,0,,46.8,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,13.0,0,100.0,,0,0,0.0,0,1,0,74.9,65.0,0,13,0.0,0,11,1,90.9,10,118.8,1,10.0,0,13,0,0.0,13.0,1.3
P.J. Prioleau,144099,HB,VA TECH,5,13,0,337,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,,0,0,0,,,,-3.0,1,100.0,,0,0,0.0,0,1,0,75.2,91.0,0,8,0.0,0,3,1,100.0,3,100.0,1,33.3,0,8,11,11.0,8.0,2.67
Zycarl Lewis Jr.,189579,WR,TULANE,6,13,0,319,0,-4.0,0,66.7,,0,0,33.3,1,1,0,12.9,36.7,0,4,0.0,0,7,2,100.0,7,70.1,3,42.9,0,4,11,5.5,2.0,0.57,11.5,1,60.0,50.0,1,2,25.0,2,6,0,22.4,56.7,1,63,0.0,0,42,6,97.6,41,97.9,10,24.4,1,127,51,8.5,21.2,3.1
Walker Lyons,190350,TE,USC,6,13,0,326,0,-2.0,0,100.0,,0,0,0.0,0,1,0,86.7,60.8,0,9,26.3,5,19,2,73.7,14,89.6,2,14.3,0,11,15,7.5,5.5,0.79,11.5,0,100.0,100.0,1,1,0.0,0,4,0,85.1,83.2,0,26,0.0,0,29,6,100.0,29,118.8,6,20.7,0,96,27,4.5,16.0,3.31
Kendrick Raphael,170378,HB,CAL,6,13,0,130,0,-3.2,0,80.0,,0,0,20.0,1,0,0,29.3,35.5,0,6,4.8,1,21,4,95.2,20,79.2,5,25.0,0,-6,9,2.3,-1.5,-0.3,,0,,,0,0,,0,0,0,29.5,42.5,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0
Nolan Ray,170203,HB,MARYLAND,6,13,0,215,0,-1.0,2,100.0,,0,0,0.0,0,0,0,86.7,88.3,0,5,16.7,1,6,2,83.3,5,87.5,2,40.0,0,10,12,6.0,5.0,2.0,3.0,0,0.0,,0,0,,0,0,0,53.7,62.6,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0
Deuce Spann,129427,WR,PITTSBURGH,6,13,0,268,0,-3.0,0,100.0,,0,0,0.0,0,0,0,91.4,67.5,0,2,0.0,0,11,3,81.8,9,79.2,3,33.3,0,-3,6,2.0,-1.0,-0.33,,0,,,0,0,,0,0,0,69.9,57.3,0,0,0.0,0,19,0,100.0,19,0.0,0,0.0,0,0,0,,,0.0
Jordan Brown,128172,WR,FRESNO ST,6,13,0,169,0,-4.0,0,100.0,,0,0,0.0,0,1,0,91.4,53.4,0,10,0.0,0,13,3,92.3,12,87.5,3,25.0,0,15,27,9.0,5.0,1.25,5.5,0,75.0,50.0,1,2,0.0,0,4,0,87.0,56.5,0,18,0.0,0,93,9,95.7,89,118.4,12,13.5,1,75,50,5.6,8.3,0.84
Rico Powers Jr.,124250,WR,LA MONROE,4,13,0,209,0,,0,,,0,0,,0,0,0,,44.5,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,49.8,50.9,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
Jack Pedersen,162462,TE,UCLA,6,13,0,324,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,47.6,0,4,12.5,1,8,1,87.5,7,83.3,1,14.3,0,4,4,4.0,4.0,0.57,,0,,,0,0,,0,0,0,81.5,51.5,0,0,0.0,0,19,0,89.5,17,0.0,0,0.0,0,0,0,,,0.0
DeKalon Taylor,168419,HB,COLORADO,4,13,0,143,0,-1.8,2,75.0,,0,0,25.0,1,1,0,22.1,76.4,0,22,0.0,0,12,3,100.0,12,102.1,4,33.3,0,36,43,14.3,12.0,3.0,6.0,0,100.0,,0,0,0.0,0,2,0,73.6,86.5,0,21,0.0,0,9,2,100.0,9,118.8,2,22.2,0,30,18,9.0,15.0,3.33
Elijah Green,122836,HB,SM HOUSTON,4,13,0,281,0,-4.4,2,100.0,,0,0,0.0,0,5,0,95.2,97.8,0,21,0.0,0,10,8,100.0,10,145.3,8,80.0,1,75,110,13.8,9.4,7.5,,0,,,0,0,,0,0,0,86.7,82.7,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Preston Howard,162794,TE,AUBURN,6,13,0,115,0,,0,,,0,0,,0,0,0,,46.7,0,0,28.6,2,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,5.8,0,33.3,0.0,0,1,33.3,1,0,0,47.7,42.9,0,7,0.0,0,25,2,100.0,25,42.4,6,24.0,0,13,3,1.5,6.5,0.52
JP Coulter,199731,WR,LA MONROE,6,13,0,209,0,-4.0,2,100.0,,0,0,0.0,0,0,0,86.7,63.3,0,7,0.0,0,13,2,92.3,12,79.2,2,16.7,0,1,9,4.5,0.5,0.08,6.8,2,75.0,,0,0,0.0,0,1,0,51.7,63.0,0,13,0.0,0,12,3,83.3,10,79.2,4,40.0,0,14,11,3.7,4.7,1.4
Anderson Castle,122234,HB,DUKE,6,13,0,154,0,-6.5,2,100.0,,0,0,0.0,0,1,0,86.7,91.2,0,17,0.0,0,10,2,100.0,10,112.5,2,20.0,0,22,35,17.5,11.0,2.2,-7.0,2,100.0,,0,0,0.0,0,1,0,62.9,72.9,0,17,0.0,0,3,1,100.0,3,118.8,1,33.3,0,17,24,24.0,17.0,5.67
Eric Richardson,200047,WR,WYOMING,6,13,0,351,0,0.0,0,100.0,,0,0,0.0,0,1,0,81.5,61.3,0,9,0.0,0,12,1,100.0,12,104.2,1,8.3,0,9,9,9.0,9.0,0.75,18.0,0,0.0,0.0,0,1,,0,0,0,13.0,46.5,0,0,0.0,0,20,0,85.0,17,39.6,1,5.9,0,0,0,,,0.0
Marlion Jackson,162957,WR,LA TECH,6,13,0,208,0,-2.0,0,0.0,,0,0,,0,0,0,,46.5,0,0,0.0,0,11,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0,8.8,1,50.0,100.0,1,1,0.0,0,4,0,80.9,65.5,2,42,0.0,0,54,6,92.6,50,69.4,12,24.0,1,108,44,7.3,18.0,2.16
DeAngelo Irvin Jr.,174074,WR,UNLV,6,13,0,325,0,-2.8,2,100.0,,0,0,0.0,0,1,0,91.4,71.1,0,19,0.0,0,10,4,100.0,10,94.8,4,40.0,0,27,38,9.5,6.8,2.7,7.8,3,66.7,0.0,0,3,20.0,2,3,0,54.9,55.2,0,19,0.0,0,96,8,93.8,90,103.8,12,13.3,1,53,43,5.4,6.6,0.59
Zhaiel Smith,205216,WR,NEW MEXICO,6,13,0,241,0,-4.0,0,100.0,,0,0,0.0,0,1,0,81.5,48.8,0,10,0.0,0,30,1,100.0,30,108.3,1,3.3,0,10,14,14.0,10.0,0.33,25.3,0,33.3,0.0,0,1,0.0,0,1,0,49.8,47.3,1,10,0.0,0,58,1,96.6,56,4.2,3,5.4,0,10,14,14.0,10.0,0.18
Logan Kyle,124353,TE,JAMES MAD,6,12,0,197,0,,0,,,0,0,,0,0,0,,41.9,0,0,23.1,3,13,0,69.2,9,0.0,0,0.0,0,0,0,,,0.0,15.3,0,25.0,0.0,0,1,0.0,0,0,0,80.9,56.5,1,8,3.6,1,28,1,85.7,24,0.0,4,16.7,0,8,4,4.0,8.0,0.33
Jaylan Hornsby,197643,WR,SYRACUSE,5,12,0,304,0,,0,,,0,0,,0,0,0,,46.9,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,0,0,20.7,47.4,0,3,0.0,0,5,1,100.0,5,79.2,1,20.0,0,3,0,0.0,3.0,0.6
