player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Maika Kaufusi,175032,LB,BYU,3,2,0,128,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Marcus McKenzie,175036,CB,BYU,2,6,0,128,0,35.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,29,,0,0,158.3,1,1,16.7,1,0,0,1,1,29,0,29.0,29.0,0,0,5.0,100.0,100.0,5.0,5.0,0,0,0.0,55.7,0,14,0.0,0,0,118.8,1,5,83.3,5,0,1,1,0,14,9,2.8,14.0
Messiah Blair,175042,ED,E MICHIGAN,6,8,0,160,0,,,8.6,,,0,0,,61.0,0,,,0,0,0.0,0,3,37.5,35,0,0,0,0,0,0,0.0,,0,0,2.7,66.7,14.7,2.5,1.7,0,0,0.0,33.5,0,14,33.3,1,0,79.9,2,5,62.5,34,2,2,3,0,16,14,3.2,8.0
Bryce Eliuk,175049,LB,E MICHIGAN,7,32,0,160,0,,,76.5,,,0,0,,64.0,0,,,0,0,0.0,0,13,40.6,17,0,0,0,0,0,0,0.0,,0,2,3.0,33.3,100.0,18.0,6.0,0,0,0.0,61.3,0,9,40.0,2,0,42.4,1,18,56.3,18,1,1,3,0,9,4,0.5,9.0
Jaheim Jenkins,175053,CB,JVILLE ST,6,92,0,196,0,7.7,66.7,94.4,8.5,5.7,0,1,16.7,59.8,0,20,0.0,0,1,135.4,4,34,37.0,36,1,3,6,1,55,24,1.6,13.8,0,4,5.0,0.0,98.0,,47.0,0,0,0.0,74.0,0,,0.0,0,0,39.6,0,49,53.3,50,1,1,1,0,0,0,0.0,
Jaivian Norman,175058,CB,E MICHIGAN,6,102,0,160,0,13.0,50.0,97.4,37.0,18.5,0,0,0.0,57.6,0,13,,0,0,70.8,1,38,37.3,39,0,0,2,0,13,9,0.4,13.0,0,0,6.3,66.7,97.6,20.0,13.3,1,1,33.3,66.5,0,12,25.0,1,1,85.4,2,41,40.2,42,1,3,3,0,20,12,0.5,10.0
Daiquan White,175068,CB,GA TECH,6,63,0,176,0,17.0,0.0,100.0,,7.0,0,1,50.0,64.7,0,,,0,0,39.6,0,14,22.2,14,0,0,2,0,0,0,0.0,,0,0,19.0,100.0,97.1,11.0,11.0,0,0,0.0,53.1,0,33,0.0,0,0,158.3,3,34,54.0,35,0,4,3,1,59,2,1.8,19.7
Xe'ree Alexander,175071,LB,WASHINGTON,6,101,0,340,0,12.0,0.0,80.6,,26.0,0,0,0.0,57.3,0,,0.0,0,0,39.6,0,29,28.7,36,0,1,1,0,0,0,0.0,,0,4,5.4,76.9,90.1,6.0,4.6,0,1,7.7,54.3,0,20,8.3,1,1,90.2,10,64,63.4,71,4,7,13,0,75,43,1.3,7.5
Jaxton Eck,175078,LB,NEW MEXICO,6,205,0,241,0,,,66.7,,,0,0,,62.7,0,,,0,0,0.0,0,10,4.9,15,0,0,0,0,0,0,0.0,,0,3,4.7,92.9,92.3,9.9,9.2,0,0,0.0,59.6,0,24,8.3,1,0,109.8,13,132,64.4,143,4,8,14,0,145,82,1.1,11.2
Keyshawn James-Newby,175089,ED,NEW MEXICO,6,10,0,241,0,,,6.3,,,0,0,,59.2,0,,,0,0,0.0,0,1,10.0,16,0,0,0,0,0,0,0.0,,0,0,,,5.9,,,0,0,,61.2,0,,100.0,1,0,0.0,0,7,70.0,118,5,0,0,0,0,0,0.0,
Zach Johnson,175091,LB,STANFORD,6,68,0,300,0,,,39.3,,,0,0,,65.0,0,,,0,0,0.0,0,11,16.2,28,1,0,0,0,0,0,0.0,,0,0,7.8,80.0,91.8,11.0,8.8,0,1,20.0,51.6,0,19,40.0,2,1,111.7,4,45,66.2,49,1,3,5,0,54,23,1.2,13.5
Andrew Marshall,175097,CB,NEBRASKA,6,159,0,238,0,11.4,42.9,98.7,11.3,4.9,0,3,21.4,69.0,0,13,11.1,1,2,52.1,6,74,46.5,75,0,8,14,0,48,21,0.7,8.0,0,1,6.4,85.7,98.7,12.5,10.7,0,0,0.0,65.2,0,25,12.5,1,0,103.6,6,76,47.8,77,3,6,7,0,62,33,0.8,10.3
Nasir Addison,175132,CB,KENTUCKY,1,4,0,202,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Jayvant Brown,175139,LB,TEMPLE,5,49,0,306,0,,,84.2,,,0,0,,63.4,0,,,0,0,0.0,0,16,32.7,19,0,0,0,0,0,0,0.0,,0,0,1.3,75.0,95.7,6.3,4.8,0,0,0.0,65.3,0,5,0.0,0,0,78.1,3,22,44.9,23,1,2,4,0,13,13,0.7,4.3
Ty Bryant,175140,S,KENTUCKY,5,127,0,202,0,,,100.0,,,0,0,,69.2,0,,0.0,0,0,0.0,0,20,15.7,20,0,3,0,0,0,0,0.0,,0,1,13.3,66.7,97.8,14.8,9.9,0,1,11.1,71.9,2,20,8.3,1,1,82.9,6,91,71.7,93,2,10,9,1,60,10,0.7,10.0
Grant Godfrey,175148,LB,KENTUCKY,3,36,0,202,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,3,3.8,75.0,86.2,8.3,6.3,0,0,0.0,55.7,0,27,0.0,0,0,110.4,3,25,69.4,29,0,1,4,0,44,29,1.8,14.7
Adam Cole,175184,CB,E CAROLINA,1,3,0,156,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Julien Davis,175186,ED,E CAROLINA,6,41,0,156,0,,,33.3,,,0,0,,61.1,0,,0.0,0,0,0.0,0,1,2.4,3,0,1,0,0,0,0,0.0,,0,0,6.0,0.0,54.8,,22.0,0,0,0.0,90.5,0,,0.0,0,0,39.6,0,23,56.1,42,1,2,1,0,0,0,0.0,
Kieran Davis,175187,ED,E CAROLINA,6,7,0,156,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,-2.5,50.0,7.3,4.0,2.0,0,0,0.0,59.2,0,2,,0,0,56.3,1,4,57.1,55,1,0,2,0,2,5,0.5,2.0
Antione Jackson,175191,CB,UCF,6,139,0,323,1,10.6,37.5,100.0,15.0,5.6,0,1,12.5,62.9,0,24,0.0,0,1,53.6,3,48,34.5,48,1,5,8,0,39,6,0.9,13.0,0,0,7.7,85.7,97.6,6.4,5.5,0,0,0.0,66.1,0,40,0.0,0,0,128.6,12,80,57.6,82,6,11,14,1,128,37,1.7,10.7
DJ Johnson Jr.,175193,LB,E CAROLINA,6,96,0,156,1,-2.0,0.0,69.2,,8.0,0,0,0.0,47.9,0,,0.0,0,0,39.6,0,9,9.4,13,0,0,1,0,0,0,0.0,,0,2,8.2,83.3,75.0,11.8,9.8,0,0,0.0,55.6,0,18,0.0,0,0,106.3,5,63,65.6,84,3,5,6,0,57,27,1.0,11.4
Kamaurri McKinley,175198,S,E CAROLINA,5,53,0,156,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,1.9,1,0,0,0,0,0,0,0.0,,0,0,9.2,83.3,92.9,7.6,6.3,0,0,0.0,36.0,0,27,33.3,2,0,114.6,5,39,73.6,42,1,4,6,0,69,29,1.8,13.8
Timothy Patterson,175200,S,E CAROLINA,1,4,0,156,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
Tylon Nash,175213,LB,MEMPHIS,1,2,0,218,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,0.0,100.0,,2.0,0,1,100.0,69.8,0,,,0,1,39.6,0,2,100.0,2,0,0,1,0,0,0,0.0,
Kush'i Abraham,175215,S,NAVY,4,31,0,237,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.6,71.4,100.0,5.6,4.0,0,0,0.0,51.0,0,27,33.3,1,0,96.7,5,28,90.3,28,1,2,7,0,59,31,2.1,11.8
Bryce Allen,175216,CB,NAVY,3,20,0,237,0,,,100.0,,,0,0,,61.9,0,,0.0,0,0,0.0,0,1,5.0,1,0,1,0,0,0,0,0.0,,0,0,13.0,100.0,100.0,7.0,7.0,0,0,0.0,60.8,0,21,0.0,0,0,118.8,2,14,70.0,14,1,1,2,0,32,6,2.3,16.0
Coleman Cauley,175224,LB,NAVY,6,38,0,237,0,-6.0,100.0,50.0,5.0,5.0,0,0,0.0,62.1,0,2,,0,0,79.2,1,5,13.2,10,0,0,1,0,2,8,0.4,2.0,0,0,1.3,66.7,80.0,11.5,7.7,0,0,0.0,58.8,0,15,100.0,1,0,93.8,2,24,63.2,30,0,0,3,0,26,18,1.1,13.0
Seth English,175230,S,NAVY,4,100,0,237,0,17.8,50.0,100.0,6.0,3.0,0,0,0.0,42.6,0,26,0.0,0,0,124.0,2,13,13.0,13,1,2,4,1,39,3,3.3,19.5,0,1,14.6,40.0,100.0,29.0,11.6,0,0,0.0,49.8,0,46,0.0,0,0,74.6,2,63,63.0,63,1,4,5,0,47,30,0.8,23.5
Job Grant,175237,LB,NAVY,6,120,0,237,0,,,80.0,,,0,0,,63.7,0,,0.0,0,0,0.0,0,12,10.0,15,0,1,0,0,0,0,0.0,,0,1,8.7,77.8,75.0,11.6,9.0,0,0,0.0,47.7,0,17,50.0,3,0,97.7,7,84,70.0,112,0,2,9,0,67,27,0.8,9.6
Nolan McCamy,175250,LB,NAVY,2,9,0,237,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,7.0,0.0,88.9,,7.0,0,0,0.0,64.0,0,,50.0,1,0,39.6,0,8,88.9,9,0,1,1,0,0,0,0.0,
Irabonoise Oniha,175257,CB,NAVY,6,108,0,237,0,31.5,25.0,91.7,11.0,2.8,0,2,50.0,72.1,0,22,,0,2,50.0,1,11,10.2,12,0,0,4,0,22,0,2.0,22.0,0,0,14.9,53.3,98.6,8.8,4.7,0,1,6.7,57.9,0,29,0.0,0,0,72.4,8,73,67.6,74,0,4,15,0,93,31,1.3,11.6
Matthew Seliga,175263,S,NAVY,2,40,0,237,0,8.0,100.0,100.0,2.0,2.0,0,0,0.0,49.9,0,14,100.0,1,0,118.8,1,2,5.0,2,0,0,1,0,14,6,7.0,14.0,0,0,12.5,50.0,93.5,28.0,14.0,1,1,50.0,71.1,0,17,,0,1,79.2,1,29,72.5,31,0,0,2,0,17,18,0.6,17.0
Giuseppe Sessi,175264,S,NAVY,6,190,0,237,1,8.3,33.3,100.0,22.0,7.3,0,0,0.0,63.5,0,5,0.0,0,0,42.4,1,23,12.1,23,1,2,3,0,5,4,0.2,5.0,0,0,11.0,55.6,99.2,23.6,13.1,0,0,0.0,63.7,0,17,10.0,1,0,70.1,5,126,66.3,127,0,9,9,0,47,5,0.4,9.4
Joshua Switzer,175270,S,NAVY,1,7,0,237,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,24.0,50.0,100.0,5.0,2.5,0,0,0.0,29.4,0,11,,0,0,66.7,1,6,85.7,6,0,0,2,0,11,0,2.2,11.0
Brandon Miyazono,175288,LB,SMU,6,112,0,287,0,7.3,75.0,80.5,10.3,7.8,1,0,0.0,61.8,0,13,0.0,0,0,96.9,3,33,29.5,41,3,4,4,0,31,15,1.0,10.3,0,0,3.1,70.0,80.5,9.9,6.9,1,1,10.0,80.1,1,21,50.0,4,1,40.0,7,70,62.5,87,4,4,10,0,46,25,0.7,6.6
Abdul Muhammad,175290,S,SMU,4,61,0,287,0,,,94.4,,,0,0,,65.4,0,,,0,0,0.0,0,17,27.9,18,0,0,0,0,0,0,0.0,,0,0,13.0,66.7,97.4,18.0,12.0,0,0,0.0,59.0,0,31,25.0,1,0,107.6,2,37,60.7,38,0,3,3,0,36,12,1.0,18.0
Tawfiq Byard,175309,S,COLORADO,7,172,0,143,0,2.5,62.5,87.0,14.2,8.9,0,1,12.5,73.5,0,27,0.0,0,1,71.4,5,80,46.5,92,3,5,8,0,33,21,0.5,6.6,0,0,8.5,80.0,90.1,9.9,7.9,0,0,0.0,51.0,0,28,18.2,2,0,112.9,8,82,47.7,91,2,9,10,0,111,62,1.4,13.9
Kahlil Ali,175331,S,DELAWARE,5,51,0,151,0,,,71.4,,,0,0,,62.6,0,,,0,0,0.0,0,5,9.8,7,0,0,0,0,0,0,0.0,,0,1,-5.5,50.0,96.3,24.0,12.0,0,0,0.0,64.6,0,-2,25.0,1,0,56.3,1,26,51.0,27,2,2,2,0,-2,3,-0.1,-2.0
Max Tucker,175345,CB,BOSTON COL,6,142,0,121,0,14.9,50.0,100.0,8.0,4.0,0,2,12.5,59.8,0,40,0.0,0,1,91.9,8,70,49.3,70,0,4,16,1,105,32,1.6,13.1,0,1,6.7,100.0,100.0,6.3,6.3,0,0,0.0,53.4,0,20,9.1,1,0,103.2,9,58,40.8,58,3,9,9,0,79,19,1.4,8.8
Will Kiker,175365,CB,GA TECH,2,15,0,176,0,27.7,33.3,88.9,6.0,2.0,0,1,33.3,78.2,0,20,0.0,0,1,57.6,1,8,53.3,9,1,2,3,0,20,2,3.3,20.0,0,0,-2.0,100.0,70.0,6.0,6.0,0,0,0.0,55.6,0,3,100.0,1,0,79.2,1,7,46.7,10,0,0,1,0,3,5,0.5,3.0
Raul Aguirre Jr.,175372,LB,MIAMI FL,5,42,0,220,0,2.0,100.0,90.9,4.0,4.0,0,0,0.0,64.6,0,7,0.0,0,0,87.5,2,10,23.8,11,1,2,2,0,10,6,1.3,5.0,0,1,0.8,50.0,92.0,11.5,5.8,0,0,0.0,58.8,0,9,33.3,1,0,56.3,2,23,54.8,25,1,1,4,0,11,13,0.5,5.5
Damari Brown,175373,CB,MIAMI FL,5,76,0,220,0,9.5,0.0,100.0,,5.5,0,2,100.0,91.5,0,,,0,1,39.6,0,11,14.5,11,0,0,2,0,0,0,0.0,,0,1,16.0,100.0,100.0,25.0,25.0,0,0,0.0,65.4,0,43,0.0,0,0,118.8,2,52,68.4,52,1,4,2,0,52,20,1.0,26.0
Demetrius Freeney,175375,CB,BOISE ST,3,29,0,120,0,13.0,33.3,100.0,14.0,4.7,0,1,33.3,65.4,0,11,0.0,0,0,45.1,1,14,48.3,14,0,1,3,0,11,8,0.8,11.0,0,0,,,100.0,,,0,0,,53.4,0,,,0,0,0.0,0,11,37.9,11,0,0,0,0,0,0,0.0,
Marcellius Pulliam,175385,LB,MICH STATE,4,20,0,223,0,,,66.7,,,0,0,,60.2,0,,,0,0,0.0,0,2,10.0,3,0,0,0,0,0,0,0.0,,0,1,4.0,0.0,80.0,,8.0,0,0,0.0,54.0,0,,0.0,0,0,39.6,0,8,40.0,10,0,0,1,0,0,0,0.0,
Robert Stafford III,175386,CB,UCLA,4,74,0,324,0,20.0,75.0,100.0,5.7,4.3,0,1,25.0,58.0,0,32,0.0,0,1,116.7,3,20,27.0,20,1,3,4,0,50,6,2.9,16.7,0,0,17.5,50.0,100.0,40.0,20.0,0,0,0.0,66.9,0,17,33.3,1,0,79.2,1,44,59.5,44,0,2,2,0,17,7,0.4,17.0
Ty Adams,175389,CB,N CAROLINA,3,14,0,245,0,26.0,0.0,100.0,,3.0,0,1,100.0,70.5,0,,,0,0,39.6,0,3,21.4,3,0,0,1,0,0,0,0.0,,0,0,-6.0,100.0,100.0,10.0,10.0,0,0,0.0,64.9,0,4,,0,0,83.3,1,10,71.4,10,0,0,1,0,4,10,0.4,4.0
Kaleb Cost,175392,CB,N CAROLINA,5,104,0,245,0,12.9,57.1,100.0,10.3,5.9,0,1,14.3,51.4,0,28,0.0,0,1,87.2,4,45,43.3,45,1,4,7,0,63,13,1.5,15.8,0,1,2.1,80.0,96.5,6.8,5.4,0,0,0.0,65.1,1,18,10.0,1,0,53.8,8,55,52.9,57,3,8,10,0,64,58,1.2,8.0
Ayden Duncanson,175394,S,E CAROLINA,5,32,0,156,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-0.5,50.0,100.0,23.0,11.5,0,1,50.0,82.2,0,0,0.0,0,1,56.3,1,26,81.3,26,2,4,2,0,0,6,0.0,0.0
Reggie Love II,175402,CB,N CAROLINA,1,4,0,245,0,14.5,0.0,100.0,,1.0,0,1,50.0,73.7,0,,,0,1,39.6,0,2,50.0,2,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Tre Miller,175403,CB,N CAROLINA,3,21,0,245,0,10.7,100.0,100.0,3.0,3.0,0,0,0.0,49.2,0,15,0.0,0,0,111.1,3,11,52.4,11,1,3,3,0,32,0,3.6,10.7,0,0,3.3,100.0,100.0,2.7,2.7,0,0,0.0,64.2,0,15,0.0,0,0,91.7,3,8,38.1,8,1,2,3,0,18,8,2.3,6.0
Jordan Bass,175407,S,VA TECH,7,97,0,337,0,11.0,50.0,100.0,15.0,7.5,0,0,0.0,43.3,0,16,100.0,1,0,77.1,1,15,15.5,15,0,0,2,0,16,0,1.1,16.0,0,0,5.4,80.0,93.1,15.0,12.0,0,0,0.0,54.9,0,26,0.0,0,0,109.2,4,67,69.1,72,1,2,5,0,51,28,0.9,12.8
Rasheem Biles,175408,LB,PITTSBURGH,6,151,0,268,0,,,38.5,,,0,0,,61.7,0,,,0,0,0.0,0,5,3.3,13,0,0,0,0,0,0,0.0,,0,3,6.9,83.3,69.8,11.5,9.6,0,0,0.0,61.4,1,34,25.0,2,0,71.2,10,120,79.5,172,3,3,12,0,113,45,1.0,11.3
Cruce Brookins,175409,S,PITTSBURGH,5,173,0,268,0,,,91.7,,,0,0,,74.5,0,,0.0,0,0,0.0,0,11,6.4,12,0,1,0,0,0,0,0.0,,0,1,9.5,45.5,100.0,26.0,11.8,1,3,27.3,85.6,0,18,0.0,0,2,56.6,5,136,78.6,136,5,15,11,0,44,6,0.3,8.8
Maverick Gracio,175415,ED,PITTSBURGH,4,1,0,268,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,
Shadarian Harrison,175416,CB,PITTSBURGH,6,169,0,268,0,18.0,0.0,100.0,,7.0,0,0,0.0,56.3,0,,,0,0,39.6,0,8,4.7,8,0,0,1,0,0,0,0.0,,0,0,14.0,68.2,100.0,9.1,6.2,0,0,0.0,51.8,1,33,7.7,1,0,93.8,15,142,84.0,142,3,12,22,1,204,53,1.5,13.6
Landon Danley,175431,LB,VIRGINIA,4,64,0,335,0,-1.0,100.0,79.3,22.0,22.0,0,0,0.0,66.9,0,5,0.0,0,0,87.5,1,23,35.9,29,1,2,1,0,5,6,0.2,5.0,0,1,3.0,100.0,87.5,11.3,11.3,0,0,0.0,62.6,0,13,20.0,1,0,95.8,3,35,54.7,40,1,3,3,0,21,12,0.6,7.0
Jason Hammond,175434,DI,VIRGINIA,6,1,0,335,0,,,3.8,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,26,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,45,2,0,0,0,0,0,,
Caleb Hardy,175435,LB,VIRGINIA,6,44,0,335,0,-2.0,0.0,77.8,,14.0,0,0,0.0,64.8,0,,,0,0,39.6,0,14,31.8,18,0,0,1,0,0,0,0.0,,0,2,7.0,100.0,86.7,6.3,6.3,0,0,0.0,62.3,0,20,0.0,0,0,118.8,4,26,59.1,30,1,3,4,0,53,25,2.1,13.3
Kam Robinson,175441,LB,VIRGINIA,3,84,0,335,0,3.5,100.0,70.6,11.5,11.5,0,0,0.0,53.5,0,10,33.3,1,0,97.9,2,24,28.6,34,0,2,2,0,15,8,0.7,7.5,0,2,3.7,88.9,80.0,4.9,4.3,0,0,0.0,70.7,0,12,0.0,0,0,88.4,8,40,47.6,50,4,5,9,0,47,20,1.2,5.9
Ricardo Cooper Jr.,175447,CB,MARYLAND,1,4,0,215,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,9.0,0.0,100.0,,4.0,0,0,0.0,92.2,1,,,0,0,0.0,0,4,100.0,4,0,0,1,0,0,0,0.0,
Philipp Davis,175462,CB,MARSHALL,3,9,0,214,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.6,0,,,0,0,0.0,0,7,77.8,7,0,0,0,0,0,0,0.0,
Eddie Pleasant III,175468,CB,BUFFALO,1,4,0,126,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,100.0,100.0,2.0,2.0,0,0,0.0,52.2,0,10,0.0,0,0,108.3,1,2,50.0,2,0,1,1,0,10,4,5.0,10.0
Jalen Thompson,175471,ED,MICH STATE,5,1,0,223,1,-4.0,100.0,0.0,0.0,0.0,0,0,0.0,56.0,0,5,0.0,0,0,87.5,1,0,0.0,28,1,1,1,0,5,9,,5.0,0,0,,,1.9,,,0,0,,60.4,0,,0.0,0,0,0.0,0,1,100.0,54,1,1,0,0,0,0,0.0,
Jacob Bower,175477,LB,NEBRASKA,2,4,0,238,0,,,100.0,,,0,0,,62.2,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Kai Wallin,175486,ED,OREGON ST,4,8,0,265,0,,,29.4,,,0,0,,61.0,0,,100.0,1,0,0.0,0,5,62.5,17,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,
Cooper Wilson,175487,CB,NEVADA,2,2,0,239,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Djibril Abdou Rahman,175501,ED,RUTGERS,4,2,0,278,0,,,15.4,,,0,0,,60.4,0,,,0,0,0.0,0,2,100.0,13,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,14,1,0,0,0,0,0,,
Sage Clawges,175503,CB,RUTGERS,1,3,0,278,0,17.0,0.0,100.0,,1.0,0,0,0.0,52.5,0,,,0,0,39.6,0,2,66.7,2,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Christian Alliegro,175520,LB,WISCONSIN,6,161,0,349,0,3.0,100.0,77.5,15.0,15.0,0,0,0.0,49.7,0,15,50.0,2,0,108.3,2,31,19.3,40,2,2,2,0,20,14,0.7,10.0,0,3,0.5,73.3,88.1,9.8,7.2,0,0,0.0,60.5,0,19,7.1,1,0,89.9,11,111,68.9,126,5,10,15,0,96,100,0.9,8.7
Justin Taylor,175532,S,WYOMING,6,119,0,351,0,2.8,25.0,97.8,42.0,10.5,0,0,0.0,60.1,0,7,0.0,0,0,39.6,1,44,37.0,45,0,2,4,0,7,3,0.2,7.0,0,0,4.5,100.0,97.6,20.0,20.0,0,0,0.0,62.9,0,5,0.0,0,0,85.4,2,41,34.5,42,0,1,2,0,9,0,0.2,4.5
Toddrick Brewton,175541,ED,FIU,5,3,0,166,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,12,0,0,0,0,0,0,0.0,,0,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,23,0,0,0,0,0,0,0.0,
Mister Clark,175545,S,FIU,5,200,0,166,1,12.0,33.3,95.2,36.0,12.0,0,1,33.3,58.6,0,18,50.0,1,1,54.9,1,40,20.0,42,0,0,3,0,18,1,0.5,18.0,0,2,5.0,73.7,99.2,9.0,6.6,0,3,15.8,64.0,0,19,17.6,3,2,88.3,14,132,66.0,133,3,12,19,0,113,59,0.9,8.1
Victor Evans III,175552,CB,FIU,5,153,0,166,0,10.9,57.1,100.0,7.5,4.3,0,1,14.3,61.1,0,7,0.0,0,0,101.8,4,32,20.9,32,2,6,7,1,20,2,0.7,5.0,0,0,12.8,76.9,99.0,9.5,7.3,0,1,7.7,56.2,0,38,25.0,3,0,118.3,10,99,64.7,100,3,9,13,0,171,64,1.8,17.1
Preston Thompson,175573,CB,FIU,4,14,0,166,0,,,83.3,,,0,0,,46.8,0,,,0,0,0.0,0,5,35.7,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.6,0,,,0,0,0.0,0,8,57.1,8,0,0,0,0,0,0,0.0,
Micah McCarroll,175584,CB,JVILLE ST,1,2,0,196,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Dax Horany,175616,LB,SM HOUSTON,1,2,0,281,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,
Jaime Guerrero,175637,S,UTEP,1,4,0,330,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Lantz Russell,175652,S,UTEP,6,55,0,330,1,6.0,50.0,96.0,22.0,11.0,0,1,50.0,65.8,0,7,0.0,0,0,58.3,1,24,43.6,25,0,0,2,0,7,1,0.3,7.0,0,0,2.1,100.0,82.4,4.0,4.0,0,0,0.0,52.0,0,22,28.6,2,0,101.8,7,28,50.9,34,2,5,7,0,59,44,2.1,8.4
