player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Tayden Barnes,175662,S,CINCINNATI,6,77,0,138,0,14.3,66.7,100.0,5.5,3.7,0,0,0.0,49.1,0,27,0.0,0,0,106.3,2,11,14.3,11,0,2,3,0,35,10,3.2,17.5,0,2,8.6,69.2,100.0,5.8,4.0,0,1,7.7,52.4,0,75,22.2,2,0,124.5,9,53,68.8,53,4,5,13,1,122,79,2.3,13.6
Josiah Charles,175665,CB,NEW MEX ST,5,130,0,242,0,2.0,100.0,100.0,6.0,6.0,0,0,0.0,55.5,0,12,,0,0,91.7,2,15,11.5,15,0,0,2,0,12,8,1.0,6.0,0,1,13.9,76.5,100.0,6.8,5.2,0,0,0.0,33.8,0,48,10.0,1,0,137.5,13,90,69.2,90,2,8,17,1,221,51,2.5,17.0
Quincy Davis,175667,LB,NEW MEX ST,5,60,0,242,0,,,45.5,,,0,0,,62.7,0,,,0,0,0.0,0,5,8.3,11,0,0,0,0,0,0,0.0,,0,1,8.0,100.0,83.6,9.0,9.0,0,0,0.0,59.9,0,21,0.0,0,0,117.5,5,46,76.7,55,3,5,5,0,61,21,1.4,12.2
Tyler Martinez,175679,LB,NEW MEX ST,4,95,0,242,0,,,30.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,3.2,10,0,0,0,0,0,0,0.0,,0,2,5.5,100.0,91.4,5.6,5.6,0,1,9.1,51.3,0,40,18.2,2,1,145.8,11,64,67.4,70,1,7,11,1,129,68,2.1,11.7
Naeten Mitchell,175681,S,NEW MEX ST,5,194,0,242,0,9.0,75.0,100.0,5.0,3.8,0,0,0.0,69.2,1,42,0.0,0,0,116.7,3,19,9.8,19,0,2,4,1,57,31,3.8,19.0,0,5,13.8,66.7,100.0,32.3,21.5,0,2,33.3,74.0,0,17,13.6,3,2,83.3,4,135,69.6,135,4,14,6,0,37,11,0.3,9.3
Jeremiah Vessel,175689,S,UAB,5,74,0,321,0,9.0,66.7,93.8,6.0,4.0,0,0,0.0,31.0,0,35,100.0,1,0,109.7,2,15,20.3,16,0,0,3,0,50,26,4.2,25.0,0,0,15.4,80.0,94.3,12.0,9.6,0,1,20.0,43.2,0,48,33.3,1,1,158.3,4,50,67.6,53,1,2,5,2,97,40,2.0,24.3
Deliyon Freeman,175696,CB,HAWAII,3,8,0,180,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,100.0,100.0,6.0,6.0,0,0,0.0,65.7,0,7,0.0,0,0,95.8,1,8,100.0,8,0,1,1,0,7,6,1.2,7.0
Aiden McComber,175702,LB,HAWAII,6,1,0,180,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,1,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,13,0,0,0,0,0,0,0.0,
Jamih Otis,175705,LB,HAWAII,7,184,0,180,0,,,46.3,,,0,0,,70.1,0,,100.0,2,0,0.0,0,19,10.3,41,0,0,0,0,0,0,0.0,,0,2,2.5,68.8,97.2,11.7,8.1,0,0,0.0,74.2,0,26,0.0,0,0,84.9,11,138,75.0,142,4,6,16,0,98,77,0.8,8.9
Elijah Palmer,175706,CB,HAWAII,7,203,0,180,1,13.5,54.5,97.3,5.8,3.2,0,3,27.3,73.1,0,27,20.0,1,2,68.4,6,36,17.7,37,2,3,11,0,55,17,1.6,9.2,0,2,4.2,82.6,98.6,7.1,5.9,1,0,0.0,68.3,0,41,21.1,4,0,92.2,19,144,70.9,146,6,13,23,0,141,76,1.0,7.4
Jaheim Wilson-Jones,175716,CB,HAWAII,7,184,0,180,0,7.9,62.5,100.0,7.6,4.8,0,1,12.5,62.1,0,36,0.0,0,0,86.5,5,38,20.7,38,1,6,8,0,62,37,1.6,12.4,0,2,9.8,75.0,100.0,12.7,9.5,0,1,8.3,66.2,0,30,9.1,1,1,129.2,9,120,65.2,120,3,8,12,1,106,27,0.9,11.8
Michael Coats Jr.,175720,CB,W VIRGINIA,6,127,0,343,0,,,100.0,,,0,0,,66.4,0,,,0,0,0.0,0,14,11.0,14,0,0,0,0,0,0,0.0,,0,4,11.6,71.4,100.0,17.6,12.6,0,2,28.6,65.3,0,85,14.3,2,2,113.7,5,90,70.9,90,3,8,7,0,144,81,1.6,28.8
Bishop Turner,175729,S,NEVADA,6,78,0,239,0,,,100.0,,,0,0,,65.8,0,,0.0,0,0,0.0,0,14,17.9,14,1,1,0,0,0,0,0.0,,0,0,6.7,66.7,98.1,24.5,16.3,0,1,33.3,64.5,0,10,50.0,2,1,74.3,2,51,65.4,52,0,2,3,0,12,8,0.2,6.0
Jayden Wilson,175744,LB,UTEP,6,100,0,330,0,,,50.0,,,0,0,,91.4,0,,0.0,0,0,0.0,0,18,18.0,36,1,1,0,0,0,0,0.0,,0,2,2.7,81.8,95.9,7.7,6.3,0,0,0.0,55.9,0,13,22.2,2,0,97.3,9,71,71.0,74,2,5,11,0,81,48,1.2,9.0
Brady Nassar,175760,ED,S DIEGO ST,6,3,0,284,0,,,13.6,,,0,0,,61.0,0,,,0,0,0.0,0,3,100.0,22,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,61.3,0,,0.0,0,0,0.0,0,0,0.0,69,0,0,0,0,0,0,,
Cameron Avery,175799,LB,COAST CAR,1,1,0,141,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Darius Taylor,175823,LB,VA TECH,1,1,0,337,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jordan Saunders,175831,S,DOMINION,5,27,0,263,0,,,100.0,,,0,0,,72.4,0,,50.0,1,0,0.0,0,5,18.5,5,1,1,0,0,0,0,0.0,,0,0,22.0,100.0,100.0,8.5,8.5,0,0,0.0,52.2,0,67,0.0,0,0,118.8,2,20,74.1,20,0,2,2,0,78,34,4.6,39.0
Brian Dillard,175836,CB,S ALABAMA,5,47,0,288,0,10.0,100.0,100.0,3.0,3.0,0,0,0.0,54.5,0,14,0.0,0,0,118.8,1,4,8.5,4,0,1,1,0,14,4,4.7,14.0,0,2,12.8,25.0,100.0,31.0,7.8,0,0,0.0,50.5,0,20,33.3,1,0,47.9,1,31,66.0,31,0,0,4,0,20,22,0.6,20.0
Noland Asberry,175856,ED,ARK STATE,3,1,0,113,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,4,0,0,0,0,0,0,0.0,
Bray Hubbard,175863,S,ALABAMA,6,139,0,103,0,15.0,0.0,75.9,,20.0,0,0,0.0,87.2,1,,0.0,0,0,0.0,0,22,15.8,29,0,1,1,0,0,0,0.0,,0,1,7.1,60.0,95.5,11.4,6.9,0,1,6.7,76.5,2,26,12.5,1,0,63.1,9,105,75.5,110,2,6,15,1,102,40,1.0,11.3
Keon Keeley,175865,ED,ALABAMA,3,1,0,103,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,1,,,6.7,,,0,0,,61.2,0,,0.0,0,0,0.0,0,1,100.0,15,0,1,0,0,0,0,0.0,
Yhonzae Pierre,175869,ED,ALABAMA,6,31,0,103,0,,,37.0,,,0,0,,62.7,0,,,0,0,0.0,0,10,32.3,27,0,0,0,0,0,0,0.0,,0,2,1.7,66.7,20.9,9.0,6.0,0,0,0.0,51.8,0,7,50.0,4,0,70.1,2,19,61.3,91,2,2,3,0,8,9,0.4,4.0
Brayden Slade,175884,S,FLORIDA,1,3,0,163,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Kelley Jones,175896,CB,MISS STATE,6,127,0,227,0,21.5,0.0,100.0,,6.3,0,3,75.0,83.1,0,,,0,3,39.6,0,27,21.3,27,0,0,4,0,0,0,0.0,,0,0,21.4,35.7,96.5,15.8,5.6,0,1,7.1,59.3,1,34,0.0,0,1,59.5,5,83,65.4,86,1,6,14,1,113,16,1.4,22.6
Nick DeLoach Jr.,175900,CB,MISSOURI,2,17,0,229,0,6.0,0.0,100.0,,2.5,0,1,50.0,65.5,0,,,0,1,39.6,0,5,29.4,5,0,0,2,0,0,0,0.0,,0,0,34.0,0.0,100.0,,11.0,0,0,0.0,58.7,0,,0.0,0,0,39.6,0,11,64.7,11,0,1,1,0,0,0,0.0,
Shamar McNeil,175907,CB,MISSOURI,2,14,0,229,0,11.0,100.0,100.0,2.5,2.5,0,0,0.0,48.3,0,14,0.0,0,0,112.5,2,5,35.7,5,0,2,2,0,22,0,4.4,11.0,0,0,15.7,33.3,100.0,8.0,2.7,0,1,33.3,71.5,0,3,,0,0,42.4,1,8,57.1,8,0,0,3,0,3,0,0.4,3.0
Jamian Risher Jr.,175925,LB,S CAROLINA,1,14,0,289,0,,,75.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,21.4,4,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,64.6,0,,0.0,0,0,0.0,0,8,57.1,8,0,0,0,0,0,0,0.0,
Vicari Swain,175930,CB,S CAROLINA,6,124,0,289,0,16.7,42.9,100.0,12.7,5.4,0,1,14.3,62.6,0,32,0.0,0,1,64.6,3,40,32.3,40,1,2,7,0,45,9,1.2,15.0,0,1,6.5,83.3,100.0,12.8,10.7,0,1,16.7,64.2,0,25,12.5,1,1,104.2,5,67,54.0,67,0,6,6,0,54,27,0.8,10.8
Dalton Brooks,175932,S,TEXAS A&M,5,148,0,312,0,4.0,100.0,86.7,12.0,12.0,0,0,0.0,65.4,0,3,,0,0,118.8,2,26,17.6,30,0,0,2,2,4,0,0.2,2.0,0,1,-1.1,71.4,93.0,17.4,12.4,0,0,0.0,64.0,0,12,30.8,4,0,75.9,5,93,62.8,100,3,8,7,0,24,40,0.3,4.8
Chantz Johnson,175936,LB,TEXAS ST,3,21,0,314,0,-4.0,100.0,90.9,9.0,9.0,0,0,0.0,63.6,0,9,,0,0,104.2,1,10,47.6,11,0,0,1,0,9,13,1.0,9.0,0,0,,,83.3,,,0,0,,61.6,0,,,0,0,0.0,0,5,23.8,6,0,0,0,0,0,0,0.0,
Rylan Kennedy,175937,ED,TEXAS A&M,6,9,0,312,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,13,1,0,0,0,0,0,0.0,,0,0,-5.0,100.0,21.9,7.0,7.0,0,0,0.0,69.8,0,9,33.3,1,0,104.2,1,7,77.8,32,1,2,1,0,9,14,1.3,9.0
Bravion Rogers,175941,CB,TEXAS A&M,2,28,0,312,0,6.3,33.3,100.0,5.0,1.7,0,1,33.3,67.6,0,15,0.0,0,1,50.7,1,5,17.9,5,0,1,3,0,15,9,3.0,15.0,0,0,4.0,100.0,91.3,10.0,10.0,0,0,0.0,59.4,0,15,0.0,0,0,93.8,2,21,75.0,23,1,3,2,0,13,5,0.7,6.5
Justin Cryer,175949,LB,FLORIDA ST,6,85,0,167,0,2.0,50.0,40.6,12.0,6.0,0,0,0.0,57.6,0,4,0.0,0,0,56.3,1,13,15.3,32,2,1,2,0,4,0,0.3,4.0,0,1,5.5,50.0,86.4,24.5,12.3,0,0,0.0,49.9,0,10,16.7,1,0,62.5,2,51,60.0,59,2,4,4,0,18,16,0.4,9.0
Jeremiah Warren,175960,DI,ILLINOIS,6,3,0,187,0,,,5.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,18,0,0,0,0,0,0,0.0,,0,0,,,13.3,,,0,0,,58.7,0,,,0,0,0.0,0,2,66.7,15,0,0,0,0,0,0,0.0,
Mac Resetich,175962,S,ILLINOIS,6,59,0,187,0,2.0,0.0,97.2,,33.0,0,0,0.0,48.4,0,,50.0,2,0,39.6,0,35,59.3,36,0,2,1,0,0,0,0.0,,0,0,6.0,100.0,100.0,19.0,19.0,0,0,0.0,43.3,0,10,100.0,2,0,108.3,1,20,33.9,20,0,0,1,0,10,4,0.5,10.0
Jaheim Clarke,175969,CB,ILLINOIS,3,131,0,187,0,15.1,57.1,96.0,6.0,3.4,0,2,28.6,52.6,0,18,0.0,0,1,110.7,4,24,18.3,25,0,2,7,1,36,9,1.5,9.0,0,1,7.4,45.5,100.0,14.8,6.7,0,2,18.2,60.5,0,14,16.7,1,1,58.5,5,78,59.5,78,0,4,11,0,49,54,0.7,9.8
Saboor Karriem,175970,S,ILLINOIS,4,68,0,187,1,,,89.5,,,0,0,,65.5,0,,0.0,0,0,0.0,0,17,25.0,19,0,0,0,0,0,0,0.0,,0,2,,,94.1,,,0,0,,68.8,0,,0.0,0,0,0.0,0,32,47.1,34,1,2,0,0,0,0,0.0,
Alex Bray,175973,ED,KANSAS,7,11,0,198,0,,,6.1,,,0,0,,60.3,0,,,0,0,0.0,0,2,18.2,33,0,0,0,0,0,0,0.0,,0,0,,,10.9,,,0,0,,61.5,0,,,0,0,0.0,0,5,45.5,46,0,0,0,0,0,0,0.0,
Anthony Chung,175989,S,INDIANA,2,6,0,190,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,100.0,100.0,6.0,6.0,0,0,0.0,73.8,0,4,0.0,0,0,83.3,1,6,100.0,6,1,1,1,0,4,1,0.7,4.0
Jordan Shaw,175991,CB,TEXAS A&M,4,35,0,312,0,24.0,50.0,100.0,5.0,2.5,0,0,0.0,82.8,0,9,0.0,0,0,62.5,1,6,17.1,6,0,2,2,0,9,3,1.8,9.0,0,0,2.7,66.7,100.0,8.5,5.7,0,1,33.3,71.5,0,6,50.0,1,0,70.1,2,20,57.1,20,1,1,3,0,4,3,0.2,2.0
Kelvon McBride,176007,ED,NC STATE,2,2,0,248,0,,,0.0,,,0,0,,66.6,0,,0.0,0,0,0.0,0,0,0.0,6,1,1,0,0,0,0,,,0,0,,,22.2,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,9,0,0,0,0,0,0,0.0,
Michael Tate,176008,CB,NC STATE,2,11,0,248,0,6.0,100.0,100.0,4.0,4.0,0,0,0.0,51.5,0,11,100.0,1,0,112.5,1,4,36.4,4,0,0,1,0,11,5,2.8,11.0,0,0,,,100.0,,,0,0,,64.0,0,,,0,0,0.0,0,5,45.5,5,0,0,0,0,0,0,0.0,
Daemon Fagan,176009,CB,NC STATE,1,3,0,248,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,71.1,0,2,0.0,0,0,79.2,1,2,66.7,2,1,1,1,0,2,3,1.0,2.0
Bishop Fitzgerald,176010,S,USC,6,193,0,326,1,5.0,66.7,100.0,15.8,10.5,0,0,0.0,88.9,1,32,10.0,1,0,98.6,4,69,35.8,69,4,8,6,1,59,34,0.9,14.8,0,1,12.4,62.5,93.8,20.0,12.5,0,1,12.5,89.2,4,24,0.0,0,1,90.1,5,106,54.9,113,2,7,8,1,69,18,0.7,13.8
Berry Buxton III,176038,S,SYRACUSE,6,76,0,304,1,-1.0,100.0,93.1,23.0,23.0,0,0,0.0,71.2,0,5,0.0,0,0,87.5,1,27,35.5,29,0,3,1,0,5,6,0.2,5.0,0,1,,,97.6,,,0,0,,64.3,0,,50.0,1,0,0.0,0,40,52.6,41,0,0,0,0,0,0,0.0,
Zyian Moultrie-Goddard,176040,LB,SYRACUSE,2,11,0,304,0,,,60.0,,,0,0,,61.2,0,,,0,0,0.0,0,3,27.3,5,0,0,0,0,0,0,0.0,,0,0,20.0,50.0,88.9,8.0,4.0,0,0,0.0,62.0,0,23,0.0,0,0,91.7,1,8,72.7,9,1,1,2,0,23,2,2.9,23.0
Chris Marable Jr.,176052,DI,BOSTON COL,6,1,0,121,0,,,2.8,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,36,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,40,0,0,0,0,0,0,,
William Tackie Jr.,176055,S,WAKE,1,10,0,339,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,2,20.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,5,50.0,5,0,0,0,0,0,0,0.0,
Kerrington Lee,176058,ED,WAKE,1,1,0,339,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,
Aiden Hall,176060,LB,WAKE,6,137,0,339,0,1.0,50.0,75.0,23.0,11.5,0,0,0.0,64.4,0,3,,0,0,56.3,1,27,19.7,36,0,0,2,0,3,1,0.1,3.0,0,1,5.3,75.0,88.0,11.8,8.9,0,0,0.0,51.4,0,19,14.3,1,0,94.3,6,73,53.3,83,4,5,8,0,57,32,0.8,9.5
Davaughn Patterson,176061,S,WAKE,6,213,0,339,0,9.4,71.4,100.0,8.8,6.3,0,0,0.0,56.7,0,30,0.0,0,0,136.9,5,49,23.0,49,1,2,7,1,60,35,1.4,12.0,0,1,4.0,81.0,91.7,5.8,4.7,0,2,9.5,67.8,0,37,8.3,1,2,96.4,17,100,46.9,109,3,10,21,0,150,88,1.5,8.8
Rushaun Tongue,176062,S,WAKE,2,47,0,339,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,12,25.5,12,0,0,0,0,0,0,0.0,,0,1,-2.0,0.0,100.0,,28.0,0,1,100.0,64.4,0,,0.0,0,1,39.6,0,30,63.8,30,0,1,1,0,0,0,0.0,
Travon West,176063,CB,WAKE,6,133,0,339,0,8.8,60.0,100.0,8.7,5.2,0,0,0.0,56.3,0,10,0.0,0,0,105.0,3,28,21.1,28,1,2,5,1,16,0,0.6,5.3,0,3,14.1,50.0,100.0,12.6,6.3,0,0,0.0,60.6,0,47,0.0,0,0,80.4,5,64,48.1,64,0,5,10,0,88,18,1.4,17.6
Derek Fields,176099,S,BALL ST,6,125,0,117,0,14.3,50.0,100.0,6.0,3.0,0,0,0.0,46.2,0,33,0.0,0,0,77.1,2,12,9.6,12,1,1,4,0,32,21,2.7,16.0,0,0,9.5,69.2,100.0,8.6,5.9,0,2,15.4,58.4,0,46,9.1,1,2,97.9,9,81,64.8,81,4,10,13,0,119,81,1.5,13.2
Mohammed Hazime,176106,ED,KENT STATE,3,1,0,201,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,
Dylan Hohler,176110,S,TOLEDO,3,18,0,316,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,4,22.2,4,0,0,0,0,0,0,0.0,,0,0,-0.5,50.0,100.0,11.0,5.5,0,0,0.0,57.0,0,4,50.0,1,0,56.3,1,12,66.7,12,0,1,2,0,4,7,0.4,4.0
Joey Pope,176126,S,W MICHIGAN,7,138,0,347,0,-2.0,0.0,96.3,,23.0,0,0,0.0,62.4,1,,100.0,1,0,0.0,0,26,18.8,27,0,0,1,0,0,0,0.0,,0,3,9.1,85.7,98.6,11.5,9.9,0,0,0.0,65.2,0,28,0.0,0,0,109.5,6,72,52.2,73,1,7,7,0,72,21,1.0,12.0
Jayden Davis,176145,S,GA SOUTHRN,1,21,0,174,0,3.0,100.0,100.0,7.0,7.0,0,0,0.0,57.3,0,17,0.0,0,0,118.8,1,7,33.3,7,0,2,1,0,17,14,2.4,17.0,0,1,,,91.7,,,0,0,,66.2,0,,0.0,0,0,0.0,0,11,52.4,12,0,0,0,0,0,0,0.0,
Tausili Akana,176171,ED,BYU,6,9,0,128,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,29.6,,,0,0,,61.0,0,,,0,0,0.0,0,8,88.9,27,0,0,0,0,0,0,0.0,
S'Maje Burrell,176174,LB,N TEXAS,2,8,0,251,0,,,66.7,,,0,0,,60.4,0,,,0,0,0.0,0,2,25.0,3,0,0,0,0,0,0,0.0,,0,0,,,62.5,,,0,0,,63.0,0,,0.0,0,0,0.0,0,5,62.5,8,1,1,0,0,0,0,0.0,
Jelani McDonald,176180,S,TEXAS,6,180,0,311,0,8.7,33.3,100.0,26.5,8.8,0,0,0.0,57.9,0,21,0.0,0,0,47.2,2,55,30.6,55,1,4,6,0,25,28,0.5,12.5,0,1,5.9,71.4,99.2,11.8,8.4,1,1,7.1,70.0,1,33,15.4,2,1,59.2,10,122,67.8,123,2,10,14,0,92,66,0.8,9.2
Warren Roberson,176184,CB,TEXAS,4,27,0,311,0,,,83.3,,,0,0,,64.2,0,,,0,0,0.0,0,5,18.5,6,0,0,0,0,0,0,0.0,,0,0,10.5,0.0,100.0,,10.0,0,0,0.0,75.0,0,,0.0,0,0,39.6,0,21,77.8,21,0,1,2,0,0,0,0.0,
Brady Sarkisian,176185,LB,TEXAS,1,7,0,311,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,5,71.4,5,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,60.4,0,,,0,0,0.0,0,2,28.6,3,0,0,0,0,0,0,0.0,
Billy Walton III,176188,ED,SMU,3,1,0,287,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
Derek Williams Jr.,176189,S,TEXAS,6,48,0,311,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,4,8.3,4,0,0,0,0,0,0,0.0,,0,2,8.0,80.0,100.0,10.8,8.6,0,0,0.0,61.1,0,16,20.0,1,0,103.3,4,44,91.7,44,0,2,5,0,44,26,1.0,11.0
DJ Waller Jr.,176213,CB,KENTUCKY,1,17,0,202,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,1,0,0,0,0,0,0,0.0,,0,0,15.5,50.0,100.0,13.0,6.5,0,0,0.0,47.5,0,13,0.0,0,0,70.8,1,14,82.4,14,1,1,2,0,13,0,1.0,13.0
Franklyn Johnson Jr.,176214,CB,BOISE ST,5,35,0,120,0,9.0,0.0,100.0,,12.0,0,0,0.0,65.5,0,,,0,0,39.6,0,12,34.3,12,0,0,1,0,0,0,0.0,,0,0,6.5,50.0,100.0,12.0,6.0,0,0,0.0,67.8,0,12,0.0,0,0,68.8,1,13,37.1,13,1,2,2,0,12,4,1.0,12.0
Semaj Bridgeman,176215,LB,MICH STATE,5,12,0,223,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,-1.0,0.0,100.0,,7.0,0,0,0.0,62.5,0,,,0,0,39.6,0,7,58.3,7,0,0,1,0,0,0,0.0,
Breeon Ishmail,176217,ED,PURDUE,6,2,0,273,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,62.0,0,,66.7,2,0,0.0,0,2,100.0,32,1,1,0,0,0,0,0.0,
Jason Hewlett Jr.,176218,LB,BOSTON COL,5,37,0,121,0,-4.5,100.0,65.2,7.0,7.0,0,0,0.0,72.0,0,6,0.0,0,0,79.2,2,15,40.5,23,1,3,2,0,6,15,0.4,3.0,0,0,5.3,100.0,100.0,4.3,4.3,0,0,0.0,40.7,0,22,0.0,0,0,118.8,3,16,43.2,16,0,3,3,0,48,32,3.7,16.0
Ty Benefield,176221,S,BOISE ST,6,163,0,120,0,16.3,33.3,98.2,48.0,16.0,0,0,0.0,58.0,0,11,20.0,1,0,45.1,1,56,34.4,57,1,4,3,0,11,0,0.2,11.0,0,4,12.6,77.8,100.0,11.7,9.1,0,0,0.0,66.7,2,23,5.9,1,0,100.2,7,85,52.1,85,3,12,9,1,78,31,1.0,11.1
Kam Cheatom,176225,ED,AKRON,2,1,0,102,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Cedrick Hawkins Jr.,176233,S,USF,5,44,0,327,0,,,100.0,,,0,0,,65.4,0,,0.0,0,0,0.0,0,9,20.5,9,0,1,0,0,0,0,0.0,,0,0,1.3,50.0,100.0,16.5,8.3,0,0,0.0,60.1,0,12,33.3,1,0,66.7,2,34,77.3,34,0,2,4,0,22,27,0.7,11.0
Catrell White,176234,CB,AKRON,1,5,0,102,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,1.5,100.0,100.0,2.0,2.0,0,0,0.0,73.3,0,8,0.0,0,0,81.3,2,4,80.0,4,1,2,2,0,7,4,1.8,3.5
Rashad Henry,176242,LB,UMASS,6,73,0,216,0,1.0,100.0,76.9,9.0,9.0,0,0,0.0,54.2,0,9,,0,0,104.2,1,10,13.7,13,0,0,1,0,9,8,1.0,9.0,0,0,4.4,75.0,96.7,9.3,7.0,0,0,0.0,61.4,0,20,16.7,1,0,92.2,6,58,79.5,60,2,5,8,0,53,26,0.9,8.8
Gage Summers,176244,LB,AKRON,5,105,0,102,0,0.0,100.0,66.7,13.0,13.0,0,0,0.0,55.5,0,6,100.0,1,0,131.3,1,14,13.3,21,0,0,1,1,6,6,0.5,6.0,0,0,5.6,100.0,84.1,7.3,7.3,0,0,0.0,51.5,0,36,0.0,0,0,118.8,9,69,65.7,82,4,4,9,0,128,78,1.9,14.2
Cole Miller,176251,S,BOISE ST,3,20,0,120,0,,,100.0,,,0,0,,53.1,0,,100.0,1,0,0.0,0,7,35.0,7,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,100.0,8.0,8.0,0,0,0.0,56.2,0,15,0.0,0,0,118.8,1,8,40.0,8,0,1,1,0,15,12,1.9,15.0
